ID;PMID;Title;Authors;Citation;First Author;Journal/Book;Publication Year;Create Date;PMCID;NIHMS ID;DOI
199;25994337;Validation of the Cutaneous Dermatomyositis Disease Area and Severity Index: characterizing disease severity and assessing responsiveness to clinical change;Anyanwu CO, Fiorentino DF, Chung L, Dzuong C, Wang Y, Okawa J, Carr K, Propert KJ, Werth VP.;"Br J Dermatol. 2015 Oct;173(4):969-74. doi: 10.1111/bjd.13915. Epub 2015 Aug 11.";Anyanwu CO;Br J Dermatol;2015;22/05/2015;PMC4878996;NIHMS693325;10.1111/bjd.13915
200;34076919;Complete clearance and Psoriasis Area and Severity Index response for brodalumab and ustekinumab by previous treatment history in AMAGINE-2 and AMAGINE-3;Reich K, Hansen JB, Puig L, Konstantinou MP, Warren RB.;"J Eur Acad Dermatol Venereol. 2021 Oct;35(10):2034-2044. doi: 10.1111/jdv.17433. Epub 2021 Jul 24.";Reich K;J Eur Acad Dermatol Venereol;2021;02/06/2021;NA;NA;10.1111/jdv.17433
201;28129675;The objective Psoriasis Area and Severity Index: a randomized controlled pilot study comparing the effectiveness of ciclosporin and methotrexate;Choi CW, Kim BR, Seo E, Youn SW.;"Br J Dermatol. 2017 Dec;177(6):1740-1741. doi: 10.1111/bjd.15350. Epub 2017 Oct 6.";Choi CW;Br J Dermatol;2017;28/01/2017;NA;NA;10.1111/bjd.15350
202;9260216;Scoring of atopic dermatitis by SCORAD using a training atlas by investigators from different disciplines. ETAC Study Group. Early Treatment of the Atopic Child;Oranje AP, Stalder JF, Taïeb A, Tasset C, de Longueville M.;"Pediatr Allergy Immunol. 1997 Feb;8(1):28-34. doi: 10.1111/j.1399-3038.1997.tb00139.x.";Oranje AP;Pediatr Allergy Immunol;1997;01/02/1997;NA;NA;10.1111/j.1399-3038.1997.tb00139.x
203;14744406;Multiple patch-test reactions: a pilot evaluation of a combination approach to visualize patterns of multiple sensitivity in patch-test databases and a proposal for a multiple sensitivity index;Dickel H, Taylor JS, Bickers DR, Merk HF, Bruckner TM.;"Am J Contact Dermat. 2003 Sep;14(3):148-53. doi: 10.2310/6620.2003.6166.";Dickel H;Am J Contact Dermat;2003;28/01/2004;NA;NA;10.2310/6620.2003.6166
204;32510573;Hyperhidrosis Quality of Life Index (HidroQoL©): further validation and clinical application in patients with axillary hyperhidrosis using data from a phase III randomized controlled trial;Gabes M, Jourdan C, Schramm K, Masur C, Abels C, Kamudoni P, Salek S, Apfelbacher C.;"Br J Dermatol. 2021 Mar;184(3):473-481. doi: 10.1111/bjd.19300. Epub 2020 Sep 1.";Gabes M;Br J Dermatol;2021;09/06/2020;NA;NA;10.1111/bjd.19300
205;14996098;A new instrument for assessing quality of life in atopic dermatitis: international development of the Quality of Life Index for Atopic Dermatitis (QoLIAD);Whalley D, McKenna SP, Dewar AL, Erdman RA, Kohlmann T, Niero M, Cook SA, Crickx B, Herdman MJ, Frech F, Van Assche D.;"Br J Dermatol. 2004 Feb;150(2):274-83. doi: 10.1111/j.1365-2133.2004.05783.x.";Whalley D;Br J Dermatol;2004;05/03/2004;NA;NA;10.1111/j.1365-2133.2004.05783.x
206;12522383;Validation of the Dermatology Life Quality Index and the Work Productivity and Activity Impairment-Chronic Hand Dermatitis questionnaire in chronic hand dermatitis;Reilly MC, Lavin PT, Kahler KH, Pariser DM.;"J Am Acad Dermatol. 2003 Jan;48(1):128-30. doi: 10.1067/mjd.2003.128.";Reilly MC;J Am Acad Dermatol;2003;11/01/2003;NA;NA;10.1067/mjd.2003.128
207;16826439;Single-factor scoring validation for the Health Assessment Questionnaire-Disability Index (HAQ-DI) in patients with systemic sclerosis and comparison with early rheumatoid arthritis patients;Cole JC, Khanna D, Clements PJ, Seibold JR, Tashkin DP, Paulus HE, Irwin MR, Motivala SJ, Furst DE.;"Qual Life Res. 2006 Oct;15(8):1383-94. doi: 10.1007/s11136-006-0018-8. Epub 2006 Jul 7.";Cole JC;Qual Life Res;2006;11/07/2006;NA;NA;10.1007/s11136-006-0018-8
208;28421601;Evaluation of the reliability of the Cutaneous Dermatomyositis Disease Area and Severity Index and the Cutaneous Assessment Tool-Binary Method in juvenile dermatomyositis among paediatric dermatologists, rheumatologists and neurologists;Tiao J, Feng R, Berger EM, Brandsema JF, Coughlin CC, Khan N, Kichula EA, Lerman MA, Lvovich S, McMahon PJ, Rider LG, Rubin AI, Scalzi LV, Smith DM, Taxter AJ, Treat JR, Williams RP, Yum SW, Okawa J, Werth VP.;"Br J Dermatol. 2017 Oct;177(4):1086-1092. doi: 10.1111/bjd.15596. Epub 2017 Jul 31.";Tiao J;Br J Dermatol;2017;20/04/2017;PMC5648622;NIHMS875632;10.1111/bjd.15596
209;23948032;"Hand eczema and health-related quality of life; a comparison of EQ-5D and the Dermatology Life Quality Index (DLQI) in relation to the Hand Eczema Extent Score (HEES)";Lindberg M, Bingefors K, Meding B, Berg M.;"Contact Dermatitis. 2013 Sep;69(3):138-43. doi: 10.1111/cod.12067.";Lindberg M;Contact Dermatitis;2013;17/08/2013;NA;NA;10.1111/cod.12067
210;17530670;Using Rasch analysis to compare the psychometric properties of the Short Form 36 physical function score and the Health Assessment Questionnaire disability index in patients with psoriatic arthritis and rheumatoid arthritis;Taylor WJ, McPherson KM.;"Arthritis Rheum. 2007 Jun 15;57(5):723-9. doi: 10.1002/art.22770.";Taylor WJ;Arthritis Rheum;2007;29/05/2007;NA;NA;10.1002/art.22770
211;31049926;Characteristics associated with significantly worse quality of life in mycosis fungoides/Sézary syndrome from the Prospective Cutaneous Lymphoma International Prognostic Index (PROCLIPI) study;Molloy K, Jonak C, Woei-A-Jin FJSH, Guenova E, Busschots AM, Bervoets A, Hauben E, Knobler R, Porkert S, Fassnacht C, Cowan R, Papadavid E, Beylot-Barry M, Berti E, Alberti Violetti S, Estrach T, Matin R, Akilov O, Vakeva L, Prince M, Bates A, Bayne M, Wachsmuch R, Wehkamp U, Marschalko M, Servitje O, Turner D, Weatherhead S, Wobser M, Sanches JA, McKay P, Klemke D, Peng C, Howles A, Yoo J, Evison F, Scarisbrick J.;"Br J Dermatol. 2020 Mar;182(3):770-779. doi: 10.1111/bjd.18089. Epub 2019 Jul 28.";Molloy K;Br J Dermatol;2020;04/05/2019;NA;NA;10.1111/bjd.18089
212;29873312;Proposed global drooping and wrinkles classification and scoring system for aging face with validation and experience on 54 Indian subjects;Garg S, Khan N, Makadia S.;"Indian J Dermatol Venereol Leprol. 2018 Nov-Dec;84(6):672-677. doi: 10.4103/ijdvl.IJDVL_418_17.";Garg S;Indian J Dermatol Venereol Leprol;2018;07/06/2018;NA;NA;10.4103/ijdvl.IJDVL_418_17
213;22919989;A comparative study in efficacy and safety of 0.1% tacrolimus and 0.05% clobetasol propionate ointment in discoid lupus erythematosus by modified cutaneous lupus erythematosus disease area and severity index;Pothinamthong P, Janjumratsang P.;"J Med Assoc Thai. 2012 Jul;95(7):933-40.";Pothinamthong P;J Med Assoc Thai;2012;28/08/2012;NA;NA;NA
214;30400871;"Exploratory study of the reproducibility of the SCore for INtrinsic and EXtrinsic skin aging (SCINEXA) scale in ""Ruta Escondida de la Mitad del Mundo"", Ecuador, 2017";Fors M, Palacios S, Falcon K, Ventimilla K, Simbaña L, Lagos C, Lasso N, Navas C.;"BMC Dermatol. 2018 Nov 6;18(1):10. doi: 10.1186/s12895-018-0078-9.";Fors M;BMC Dermatol;2018;08/11/2018;PMC6219042;NA;10.1186/s12895-018-0078-9
215;31215666;Comparison of five clinical scores for assessment of chronic hand eczema;Wang X, Xu W, Chen Y, Zhang C, Chen L, Lu Y, Li L, Shi W.;"J Dermatol. 2019 Nov;46(11):e433-e434. doi: 10.1111/1346-8138.14988. Epub 2019 Jun 19.";Wang X;J Dermatol;2019;20/06/2019;NA;NA;10.1111/1346-8138.14988
216;30564828;Assessment of modified Rodnan skin score and esophageal manometry in systemic sclerosis: a study correlating severity of skin and esophageal involvement by objective measures;Arif T, Adil M, Singh Sodhi J, Hassan I.;"Acta Dermatovenerol Alp Pannonica Adriat. 2018 Dec;27(4):169-173.";Arif T;Acta Dermatovenerol Alp Pannonica Adriat;2018;20/12/2018;NA;NA;NA
217;21769489;The correlation between durometer score and modified Rodnan skin score in systemic sclerosis;Moon KW, Song R, Kim JH, Lee EY, Lee EB, Song YW.;"Rheumatol Int. 2012 Aug;32(8):2465-70. doi: 10.1007/s00296-011-1993-9. Epub 2011 Jul 19.";Moon KW;Rheumatol Int;2012;20/07/2011;NA;NA;10.1007/s00296-011-1993-9
218;23869731;A simple tool with which to study the course of chronic hand eczema in clinical practice: a reduced-item score;van der Valk PG, van Gils RF, Boot CR, Evers AW, Donders R, Alkemade HA, Coenraads PJ, Rustemeyer T, van Mechelen W, Anema JR.;"Contact Dermatitis. 2013 Aug;69(2):112-7. doi: 10.1111/cod.12041.";van der Valk PG;Contact Dermatitis;2013;23/07/2013;NA;NA;10.1111/cod.12041
219;29368043;Comparison of Urticaria Activity Score Over 7 Days (UAS7) Values Obtained from Once-Daily and Twice-Daily Versions: Results from the ASSURE-CSU Study;Hollis K, Proctor C, McBride D, Balp MM, McLeod L, Hunter S, Tian H, Khalil S, Maurer M.;"Am J Clin Dermatol. 2018 Apr;19(2):267-274. doi: 10.1007/s40257-017-0331-8.";Hollis K;Am J Clin Dermatol;2018;26/01/2018;PMC5978890;NA;10.1007/s40257-017-0331-8
220;28328088;Evaluation of the correlation between severity of acquired idiopathic generalized anhidrosis and quality of life scores;Munetsugu T, Fujimoto T, Satoh T, Nakazato Y, Ohshima Y, Asahina M, Yokozeki H.;"J Dermatol. 2017 Jul;44(7):747-752. doi: 10.1111/1346-8138.13785. Epub 2017 Mar 22.";Munetsugu T;J Dermatol;2017;23/03/2017;NA;NA;10.1111/1346-8138.13785
221;33092467;Improving sensitivity of the connective tissue disease screening questionnaire: A comparative study of various scoring methods;Xiang L, Low AHL, Leung YY, Fong W, Gandhi M, Xin X, Uy EJ, Sparks JA, Karlson EW, Thumboo J.;"Lupus. 2021 Jan;30(1):35-44. doi: 10.1177/0961203320966378. Epub 2020 Oct 22.";Xiang L;Lupus;2021;23/10/2020;NA;NA;10.1177/0961203320966378
222;17519428;Scottish foot ulcer risk score predicts foot ulcer healing in a regional specialist foot clinic;Leese G, Schofield C, McMurray B, Libby G, Golden J, MacAlpine R, Cunningham S, Morris A, Flett M, Griffiths G.;"Diabetes Care. 2007 Aug;30(8):2064-9. doi: 10.2337/dc07-0553. Epub 2007 May 22.";Leese G;Diabetes Care;2007;24/05/2007;NA;NA;10.2337/dc07-0553
223;24716586;Application of the Itch Severity Score in patients with moderate-to-severe plaque psoriasis: Clinically important difference and responder analyses;Mamolo CM, Bushmakin AG, Cappelleri JC.;"J Dermatolog Treat. 2015 Apr;26(2):121-3. doi: 10.3109/09546634.2014.906033. Epub 2014 Apr 10.";Mamolo CM;J Dermatolog Treat;2015;11/04/2014;NA;NA;10.3109/09546634.2014.906033
224;18279297;Norton, Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement;Anthony D, Parboteeah S, Saleh M, Papanikolaou P.;"J Clin Nurs. 2008 Mar;17(5):646-53. doi: 10.1111/j.1365-2702.2007.02029.x.";Anthony D;J Clin Nurs;2008;19/02/2008;NA;NA;10.1111/j.1365-2702.2007.02029.x
225;24406539;W.A.R. scores in patients with chronic leg ulcers: results of a multicentre study;Jockenhöfer F, Gollnick H, Herberger K, Isbary G, Renner R, Stücker M, Valesky E, Wollina U, Weichenthal M, Karrer S, Stoffels-Weindorf M, Dissemond J.;"J Wound Care. 2014 Jan;23(1):5-6, 8, 10-2. doi: 10.12968/jowc.2014.23.1.5.";Jockenhöfer F;J Wound Care;2014;11/01/2014;NA;NA;10.12968/jowc.2014.23.1.5
226;9737612;A regional pedal ischemia scoring system for decision analysis in patients with heel ulceration;Gentile AT, Berman SS, Reinke KR, Demas CP, Ihnat DH, Hughes JD, Mills JL.;"Am J Surg. 1998 Aug;176(2):109-14. doi: 10.1016/s0002-9610(98)00168-8.";Gentile AT;Am J Surg;1998;16/09/1998;NA;NA;10.1016/s0002-9610(98)00168-8
227;31781652;Angioedema Activity Score (AAS): A Valid and Reliable Tool to Use in Asian Patients;Kulthanan K, Chularojanamontri L, Rujitharanawong C, Weerasubpong P, Weller K, Maurer M.;"Biomed Res Int. 2019 Oct 31;2019:9157895. doi: 10.1155/2019/9157895. eCollection 2019.";Kulthanan K;Biomed Res Int;2019;30/11/2019;PMC6874972;NA;10.1155/2019/9157895
228;1451459;Monitoring of skin response to sodium lauryl sulphate: clinical scores versus bioengineering methods;van Neste D, de Brouwer B.;"Contact Dermatitis. 1992 Sep;27(3):151-6. doi: 10.1111/j.1600-0536.1992.tb05244.x.";van Neste D;Contact Dermatitis;1992;01/09/1992;NA;NA;10.1111/j.1600-0536.1992.tb05244.x
229;2778114;Do topical corticosteroids modulate skin irritation in human beings? Assessment by transepidermal water loss and visual scoring;van der Valk PG, Maibach HI.;"J Am Acad Dermatol. 1989 Sep;21(3 Pt 1):519-22. doi: 10.1016/s0190-9622(89)70219-x.";van der Valk PG;J Am Acad Dermatol;1989;01/09/1989;NA;NA;10.1016/s0190-9622(89)70219-x
230;31141154;Four-week Urticaria Activity Score-7 as a Useful Patient-reported Outcome to Assess Chronic Spontaneous Urticaria: A Multicentre Study Evaluation of Adherence and Patients' Perspective;Patruno C, Napolitano M, Ferrucci S, Brambilla L, Hansel K, Corazza M, Schena D, Foti C, Romita P, Gallo R, Stingeni L.;"Acta Derm Venereol. 2019 Sep 1;99(10):903-904. doi: 10.2340/00015555-3231.";Patruno C;Acta Derm Venereol;2019;30/05/2019;NA;NA;10.2340/00015555-3231
231;22192960;Evaluating the minimally important difference of the urticaria activity score and other measures of disease activity in patients with chronic idiopathic urticaria;Mathias SD, Crosby RD, Zazzali JL, Maurer M, Saini SS.;"Ann Allergy Asthma Immunol. 2012 Jan;108(1):20-24. doi: 10.1016/j.anai.2011.09.008. Epub 2011 Nov 2.";Mathias SD;Ann Allergy Asthma Immunol;2012;24/12/2011;NA;NA;10.1016/j.anai.2011.09.008
232;20032989;Health-related quality of life assessment in dermatology: interpretation of Skindex-29 scores using patient-based anchors;Prinsen CA, Lindeboom R, Sprangers MA, Legierse CM, de Korte J.;"J Invest Dermatol. 2010 May;130(5):1318-22. doi: 10.1038/jid.2009.404. Epub 2009 Dec 24.";Prinsen CA;J Invest Dermatol;2010;25/12/2009;NA;NA;10.1038/jid.2009.404
233;30227189;Assessment of clinician accuracy for diagnosing melanoma on the basis of electrical impedance spectroscopy score plus morphology versus lesion morphology alone;Svoboda RM, Prado G, Mirsky RS, Rigel DS.;"J Am Acad Dermatol. 2019 Jan;80(1):285-287. doi: 10.1016/j.jaad.2018.08.048. Epub 2018 Sep 15.";Svoboda RM;J Am Acad Dermatol;2019;19/09/2018;NA;NA;10.1016/j.jaad.2018.08.048
234;20191495;A modified Sharp score demonstrates disease progression in established psoriatic arthritis;Ravindran J, Cavill C, Balakrishnan C, Jones SM, Korendowych E, McHugh NJ.;"Arthritis Care Res (Hoboken). 2010 Jan 15;62(1):86-91. doi: 10.1002/acr.20018.";Ravindran J;Arthritis Care Res (Hoboken);2010;02/03/2010;NA;NA;10.1002/acr.20018
235;34611063;Correlation between Interstitial Lung Disease Morphology Scores Based on High-resolution Computed Tomography Chest and Skin Fibrosis Degree Based on Modified Rodnan's Skin Score on Systemic Sclerosis;Hikmat IH, Ramdhini SS, Soekersi H, Dewi S.;"Acta Med Indones. 2021 Jul;53(3):254-260.";Hikmat IH;Acta Med Indones;2021;06/10/2021;NA;NA;NA
236;20000874;Topical treatment of actinic keratoses with piroxicam 1% gel: a preliminary open-label study utilizing a new clinical score;Campione E, Diluvio L, Paternò EJ, Chimenti S.;"Am J Clin Dermatol. 2010;11(1):45-50. doi: 10.2165/11311170-000000000-00000.";Campione E;Am J Clin Dermatol;2010;17/12/2009;NA;NA;10.2165/11311170-000000000-00000
237;29729201;Prurigo Activity Score (PAS): validity and reliability of a new instrument to monitor chronic prurigo;Pölking J, Zeidler C, Schedel F, Osada N, Augustin M, Metze D, Pereira MP, Yosipovitch G, Bernhard JD, Ständer S.;"J Eur Acad Dermatol Venereol. 2018 Oct;32(10):1754-1760. doi: 10.1111/jdv.15040. Epub 2018 Jun 7.";Pölking J;J Eur Acad Dermatol Venereol;2018;06/05/2018;NA;NA;10.1111/jdv.15040
238;18047612;Marginal traction alopecia severity score: development and test of reliability;Khumalo NP, Ngwanya RM, Jessop S, Gumedze F, Ehrlich R.;"J Cosmet Dermatol. 2007 Dec;6(4):262-9. doi: 10.1111/j.1473-2165.2007.00345.x.";Khumalo NP;J Cosmet Dermatol;2007;01/12/2007;NA;NA;10.1111/j.1473-2165.2007.00345.x
239;14731251;Correlation between laser Doppler perfusion imaging and visual scoring of patch test sites in subjects with experimentally induced allergic and irritant contact reactions;Goon AT, Leow YH, Chan YH, Goh CL.;"Skin Res Technol. 2004 Feb;10(1):64-6. doi: 10.1111/j.1600-0846.2004.00060.x.";Goon AT;Skin Res Technol;2004;21/01/2004;NA;NA;10.1111/j.1600-0846.2004.00060.x
240;26881696;Comparison of the Utility and Validity of Three Scoring Tools to Measure Skin Involvement in Patients With Juvenile Dermatomyositis;"Campanilho-Marques R, Almeida B, Deakin C, Arnold K, Gallot N, de Iorio M, Nistala K, Pilkington CA, Wedderburn LR; Juvenile Dermatomyositis Research Group.";"Arthritis Care Res (Hoboken). 2016 Oct;68(10):1514-21. doi: 10.1002/acr.22867. Epub 2016 Sep 16.";Campanilho-Marques R;Arthritis Care Res (Hoboken);2016;17/02/2016;PMC5053292;NA;10.1002/acr.22867
241;29128337;The Urticaria Activity Score-Validity, Reliability, and Responsiveness;Hawro T, Ohanyan T, Schoepke N, Metz M, Peveling-Oberhag A, Staubach P, Maurer M, Weller K.;"J Allergy Clin Immunol Pract. 2018 Jul-Aug;6(4):1185-1190.e1. doi: 10.1016/j.jaip.2017.10.001. Epub 2017 Nov 8.";Hawro T;J Allergy Clin Immunol Pract;2018;13/11/2017;NA;NA;10.1016/j.jaip.2017.10.001
242;22504052;Measuring sun exposure habits and sun protection behaviour using a comprehensive scoring instrument--an illustration of a possible model based on Likert scale scorings and on estimation of readiness to increase sun protection;Falk M, Anderson CD.;"Cancer Epidemiol. 2012 Aug;36(4):e265-9. doi: 10.1016/j.canep.2012.03.004. Epub 2012 Apr 13.";Falk M;Cancer Epidemiol;2012;17/04/2012;NA;NA;10.1016/j.canep.2012.03.004
243;12902800;An objective lipodystrophy severity grading scale derived from the lipodystrophy case definition score;"Carr A, Law M; HIV Lipodystrophy Case Definition Study Group.";"J Acquir Immune Defic Syndr. 2003 Aug 15;33(5):571-6. doi: 10.1097/00126334-200308150-00004.";Carr A;J Acquir Immune Defic Syndr;2003;07/08/2003;NA;NA;10.1097/00126334-200308150-00004
244;28012019;Birmingham epidermolysis severity score and vitamin D status are associated with low BMD in children with epidermolysis bullosa;Rodari G, Guez S, Manzoni F, Chalouhi KK, Profka E, Bergamaschi S, Salera S, Tadini G, Ulivieri FM, Spada A, Giavoli C, Esposito S.;"Osteoporos Int. 2017 Apr;28(4):1385-1392. doi: 10.1007/s00198-016-3883-1. Epub 2016 Dec 23.";Rodari G;Osteoporos Int;2017;25/12/2016;NA;NA;10.1007/s00198-016-3883-1
245;30085349;What do Vitiligo Impact Scale-22 scores mean? Studying the clinical interpretation of scores using an anchor-based approach;Gupta V, Sreenivas V, Mehta M, Ramam M.;"Br J Dermatol. 2019 Mar;180(3):580-585. doi: 10.1111/bjd.17040. Epub 2018 Sep 26.";Gupta V;Br J Dermatol;2019;08/08/2018;NA;NA;10.1111/bjd.17040
246;21924716;Reanalyzing the modified Ferriman-Gallwey score: is there a simpler method for assessing the extent of hirsutism?;Cook H, Brennan K, Azziz R.;"Fertil Steril. 2011 Nov;96(5):1266-70.e1. doi: 10.1016/j.fertnstert.2011.08.022. Epub 2011 Sep 15.";Cook H;Fertil Steril;2011;20/09/2011;PMC3205229;NIHMS319134;10.1016/j.fertnstert.2011.08.022
247;29573393;Automated scoring of vitiligo using superpixel-generated computerized digital image analysis of clinical photographs: a novel and consistent way to score vitiligo;Toh JJH, Bhoi S, Tan VWD, Chuah SY, Jhingan A, Kong AWK, Thng STG.;"Br J Dermatol. 2018 Jul;179(1):220-221. doi: 10.1111/bjd.16563. Epub 2018 May 10.";Toh JJH;Br J Dermatol;2018;25/03/2018;NA;NA;10.1111/bjd.16563
248;28494438;Assessment of Intra- and Inter-Rater Reliability of Three Methods for Measuring Atopic Dermatitis Severity: EASI, Objective SCORAD, and IGA;Bozek A, Reich A.;"Dermatology. 2017;233(1):16-22. doi: 10.1159/000472711. Epub 2017 May 12.";Bozek A;Dermatology;2017;12/05/2017;NA;NA;10.1159/000472711
249;24809878;Analysis of body regions and components of PASI scores during adalimumab or methotrexate treatment for patients with moderate-to-severe psoriasis;Navarini AA, Poulin Y, Menter A, Gu Y, Teixeira HD.;"J Drugs Dermatol. 2014 May;13(5):554-62.";Navarini AA;J Drugs Dermatol;2014;10/05/2014;NA;NA;NA
250;16409095;Correlation between clinical scoring of allergic patch test reactions and optical coherence tomography;Gambichler T, Moussa G, Sand M, Sand D, Orlikov A, Altmeyer P, Hoffmann K.;"J Biomed Opt. 2005 Nov-Dec;10(6):064030. doi: 10.1117/1.2141933.";Gambichler T;J Biomed Opt;2005;18/01/2006;NA;NA;10.1117/1.2141933
251;19055204;The Atopic Dermatitis Quickscore (ADQ): validation of a new parent-administered atopic dermatitis scoring tool;Carel K, Bratton DL, Miyazawa N, Gyorkos E, Kelsay K, Bender B, Strand M, Atkins D, Gelfand EW, Klinnert MD.;"Ann Allergy Asthma Immunol. 2008 Nov;101(5):500-7. doi: 10.1016/S1081-1206(10)60289-X.";Carel K;Ann Allergy Asthma Immunol;2008;06/12/2008;NA;NA;10.1016/S1081-1206(10)60289-X
252;33598997;Increasing competence in compression therapy for venous leg ulcers through training and exercise measured by a newly developed score-Results of a randomised controlled intervention study;Protz K, Dissemond J, Karbe D, Augustin M, Klein TM.;"Wound Repair Regen. 2021 Mar;29(2):261-269. doi: 10.1111/wrr.12899. Epub 2021 Feb 18.";Protz K;Wound Repair Regen;2021;18/02/2021;NA;NA;10.1111/wrr.12899
253;25196258;Analysis of correlations between patient-oriented SCORAD (PO-SCORAD) and other assessment scores of atopic dermatitis severity and quality of life;Coutanceau C, Stalder JF.;"Dermatology. 2014;229(3):248-55. doi: 10.1159/000365075. Epub 2014 Aug 29.";Coutanceau C;Dermatology;2014;09/09/2014;NA;NA;10.1159/000365075
254;28429820;Clinical bandings of Patient-Oriented Eczema Measure scores among Japanese patients with atopic eczema;Yasukochi Y, Kido-Nakahara M, Nakahara T, Kuroki R, Koga T, Mashino T, Kurihara Y, Furue M.;"Br J Dermatol. 2017 Nov;177(5):e211-e212. doi: 10.1111/bjd.15599. Epub 2017 Oct 25.";Yasukochi Y;Br J Dermatol;2017;22/04/2017;NA;NA;10.1111/bjd.15599
255;12410700;Comparison of different activity parameters in atopic dermatitis: correlation with clinical scores;Gutgesell C, Heise S, Seubert A, Stichtenoth DO, Frölich JC, Neumann C.;"Br J Dermatol. 2002 Nov;147(5):914-9. doi: 10.1046/j.1365-2133.2002.04938.x.";Gutgesell C;Br J Dermatol;2002;02/11/2002;NA;NA;10.1046/j.1365-2133.2002.04938.x
256;25229692;Results of the validation study of the Psodisk instrument, and determination of the cut-off scores for varying degrees of impairment;Sampogna F, Linder D, Romano GV, Gualberti G, Merolla R, di Luzio Paparatti U.;"J Eur Acad Dermatol Venereol. 2015 Apr;29(4):725-31. doi: 10.1111/jdv.12668. Epub 2014 Sep 17.";Sampogna F;J Eur Acad Dermatol Venereol;2015;18/09/2014;NA;NA;10.1111/jdv.12668
257;21055711;Usefulness of the framingham risk score in patients with chronic psoriasis;Gisondi P, Farina S, Giordano MV, Girolomoni G.;"Am J Cardiol. 2010 Dec 15;106(12):1754-7. doi: 10.1016/j.amjcard.2010.08.016. Epub 2010 Nov 4.";Gisondi P;Am J Cardiol;2010;09/11/2010;NA;NA;10.1016/j.amjcard.2010.08.016
258;18480921;Itch intensity evaluated in the German Atopic Dermatitis Intervention Study (GADIS): correlations with quality of life, coping behaviour and SCORAD severity in 823 children;Weisshaar E, Diepgen TL, Bruckner T, Fartasch M, Kupfer J, Lob-Corzilius T, Ring J, Scheewe S, Scheidt R, Schmid-Ott G, Schnopp C, Staab D, Szcepanski R, Werfel T, Wittenmeier M, Wahn U, Gieler U.;"Acta Derm Venereol. 2008;88(3):234-9. doi: 10.2340/00015555-0432.";Weisshaar E;Acta Derm Venereol;2008;16/05/2008;NA;NA;10.2340/00015555-0432
259;19644851;Course of the modified Rodnan skin thickness score in systemic sclerosis clinical trials: analysis of three large multicenter, double-blind, randomized controlled trials;"Amjadi S, Maranian P, Furst DE, Clements PJ, Wong WK, Postlethwaite AE, Khanna PP, Khanna D; Investigators of the D-Penicillamine, Human Recombinant Relaxin, and Oral Bovine Type I Collagen Clinical Trials.";"Arthritis Rheum. 2009 Aug;60(8):2490-8. doi: 10.1002/art.24681.";Amjadi S;Arthritis Rheum;2009;01/08/2009;PMC2725229;NIHMS117401;10.1002/art.24681
260;31705538;The Hidradenitis Suppurativa Quality of Life (HiSQOL) score: development and validation of a measure for clinical trials;Kirby JS, Thorlacius L, Villumsen B, Ingram JR, Garg A, Christensen KB, Butt M, Esmann S, Tan J, Jemec GBE.;"Br J Dermatol. 2020 Aug;183(2):340-348. doi: 10.1111/bjd.18692. Epub 2019 Dec 26.";Kirby JS;Br J Dermatol;2020;10/11/2019;PMC7205560;NIHMS1058982;10.1111/bjd.18692
261;31203221;Treating Psoriatic Arthritis to Target: Defining the Psoriatic Arthritis Disease Activity Score That Reflects a State of Minimal Disease Activity;Perruccio AV, Got M, Li S, Ye Y, Gladman DD, Chandran V.;"J Rheumatol. 2020 Mar;47(3):362-368. doi: 10.3899/jrheum.181472. Epub 2019 Jun 15.";Perruccio AV;J Rheumatol;2020;17/06/2019;NA;NA;10.3899/jrheum.181472
262;22555198;Validation of the Self-Assessment of Melanoma Risk Score for a melanoma-targeted screening;Quéreux G, N'guyen JM, Cary M, Jumbou O, Lequeux Y, Dréno B.;"Eur J Cancer Prev. 2012 Nov;21(6):588-95. doi: 10.1097/CEJ.0b013e328353ed68.";Quéreux G;Eur J Cancer Prev;2012;05/05/2012;NA;NA;10.1097/CEJ.0b013e328353ed68
263;32603719;Clinically meaningful change in itch intensity scores: An evaluation in patients with chronic kidney disease-associated pruritus;Vernon M, Ständer S, Munera C, Spencer RH, Menzaghi F.;"J Am Acad Dermatol. 2021 Apr;84(4):1132-1134. doi: 10.1016/j.jaad.2020.06.991. Epub 2020 Jun 27.";Vernon M;J Am Acad Dermatol;2021;01/07/2020;NA;NA;10.1016/j.jaad.2020.06.991
264;16361712;There is no correlation between acne severity and AQOLS/DLQI scores;Ilgen E, Derya A.;"J Dermatol. 2005 Sep;32(9):705-10. doi: 10.1111/j.1346-8138.2005.tb00829.x.";Ilgen E;J Dermatol;2005;20/12/2005;NA;NA;10.1111/j.1346-8138.2005.tb00829.x
265;21317856;A global approach to psoriatic patients through PASI score and Skindex-29;Prignano F, Ruffo G, Ricceri F, Pescitelli L, Lotti T.;"G Ital Dermatol Venereol. 2011 Feb;146(1):47-52.";Prignano F;G Ital Dermatol Venereol;2011;15/02/2011;NA;NA;NA
266;21399503;Development of an individual score for melanoma risk;Quéreux G, Moyse D, Lequeux Y, Jumbou O, Brocard A, Antonioli D, Dréno B, Nguyen JM.;"Eur J Cancer Prev. 2011 May;20(3):217-24. doi: 10.1097/CEJ.0b013e32834474ae.";Quéreux G;Eur J Cancer Prev;2011;15/03/2011;NA;NA;10.1097/CEJ.0b013e32834474ae
